"palavra";"sentimento"
"continência";"pos"
"contive";"neg"
"contivemos";"neg"
"contiver";"neg"
"contivera";"neg"
"contiveram";"neg"
"contiveras";"neg"
"contiverdes";"neg"
"contiverem";"neg"
"contiveres";"neg"
"contivermos";"neg"
"contivesse";"neg"
"contivessem";"neg"
"contivesses";"neg"
"contiveste";"neg"
"contivestes";"neg"
"contivéramos";"neg"
"contivéreis";"neg"
"contivésseis";"neg"
"contivéssemos";"neg"
"contraindo-se";"neg"
"contraria";"neg"
"contrariada";"neg"
"contrariadas";"neg"
"contrariado";"neg"
"contrariados";"neg"
"contrariai";"neg"
"contrariais";"neg"
"contrariam";"neg"
"contrariamente";"neg"
"contrariamos";"neg"
"contrariando";"neg"
"contrariar";"neg"
"contrariara";"neg"
"contrariaram";"neg"
"contrariaras";"neg"
"contrariardes";"neg"
"contrariarei";"neg"
"contrariareis";"neg"
"contrariarem";"neg"
"contrariaremos";"neg"
"contrariares";"neg"
"contrariaria";"neg"
"contrariariam";"neg"
"contrariarias";"neg"
"contrariarmos";"neg"
"contrariará";"neg"
"contrariarás";"neg"
"contrariarão";"neg"
"contrariaríamos";"neg"
"contrariaríeis";"neg"
"contrarias";"neg"
"contrariasse";"neg"
"contrariassem";"neg"
"contrariasses";"neg"
"contrariaste";"neg"
"contrariastes";"neg"
"contrariava";"neg"
"contrariavam";"neg"
"contrariavas";"neg"
"contrarie";"neg"
"contrariedade";"neg"
"contrariei";"neg"
"contrarieis";"neg"
"contrariem";"neg"
"contrariemos";"neg"
"contraries";"neg"
"contrario";"neg"
"contrariou";"neg"
"contrariáramos";"neg"
"contrariáreis";"neg"
"contrariásseis";"neg"
"contrariássemos";"neg"
"contrariávamos";"neg"
"contrariáveis";"neg"
"contrata";"pos"
"contratada";"pos"
"contratadas";"pos"
"contratado";"pos"
"contratados";"pos"
"contratai";"pos"
"contratais";"pos"
"contratam";"pos"
"contratamos";"pos"
"contratando";"pos"
"contratar";"pos"
"contratara";"pos"
"contrataram";"pos"
"contrataras";"pos"
"contratardes";"pos"
"contratarei";"pos"
"contratareis";"pos"
"contratarem";"pos"
"contrataremos";"pos"
"contratares";"pos"
"contrataria";"pos"
"contratariam";"pos"
"contratarias";"pos"
"contratarmos";"pos"
"contratará";"pos"
"contratarás";"pos"
"contratarão";"pos"
"contrataríamos";"pos"
"contrataríeis";"pos"
"contratas";"pos"
"contratasse";"pos"
"contratassem";"pos"
"contratasses";"pos"
"contrataste";"pos"
"contratastes";"pos"
"contratava";"pos"
"contratavam";"pos"
"contratavas";"pos"
"contrate";"pos"
"contratei";"pos"
"contrateis";"pos"
"contratem";"pos"
"contratemos";"pos"
"contratempo";"neg"
"contrates";"pos"
"contrato";"pos"
"contratou";"pos"
"contratáramos";"pos"
"contratáreis";"pos"
"contratásseis";"pos"
"contratássemos";"pos"
"contratávamos";"pos"
"contratáveis";"pos"
"contrição";"neg"
"controla";"neg"
"controlada";"neg"
"controladas";"neg"
"controlado";"neg"
"controlados";"neg"
"controlai";"neg"
"controlais";"neg"
"controlam";"neg"
"controlamos";"neg"
"controlando";"neg"
"controlar";"neg"
"controlara";"neg"
"controlaram";"neg"
"controlaras";"neg"
"controlardes";"neg"
"controlarei";"neg"
"controlareis";"neg"
"controlarem";"neg"
"controlaremos";"neg"
"controlares";"neg"
"controlaria";"neg"
"controlariam";"neg"
"controlarias";"neg"
"controlarmos";"neg"
"controlará";"neg"
"controlarás";"neg"
"controlarão";"neg"
"controlaríamos";"neg"
"controlaríeis";"neg"
"controlas";"neg"
"controlasse";"neg"
"controlassem";"neg"
"controlasses";"neg"
"controlaste";"neg"
"controlastes";"neg"
"controlava";"neg"
"controlavam";"neg"
"controlavas";"neg"
"controle";"neg"
"controlei";"neg"
"controleis";"neg"
"controlem";"neg"
"controlemos";"neg"
"controles";"neg"
"controlo";"neg"
"controlou";"neg"
"controláramos";"neg"
"controláreis";"neg"
"controlásseis";"neg"
"controlássemos";"neg"
"controlávamos";"neg"
"controláveis";"neg"
"contém";"neg"
"conténs";"neg"
"contêm";"neg"
"contínhamos";"neg"
"contínheis";"neg"
"conveio";"pos"
"conveiste";"pos"
"convence";"pos"
"convencei";"pos"
"convenceis";"pos"
"convencem";"pos"
"convencemos";"pos"
"convencendo";"pos"
"convencer";"pos"
"convencera";"pos"
"convenceram";"pos"
"convenceras";"pos"
"convencerdes";"pos"
"convencerei";"pos"
"convencereis";"pos"
"convencerem";"pos"
"convenceremos";"pos"
"convenceres";"pos"
"convenceria";"pos"
"convenceriam";"pos"
"convencerias";"pos"
"convencermos";"pos"
"convencerá";"pos"
"convencerás";"pos"
"convencerão";"pos"
"convenceríamos";"pos"
"convenceríeis";"pos"
"convences";"pos"
"convencesse";"pos"
"convencessem";"pos"
"convencesses";"pos"
"convenceste";"pos"
"convencestes";"pos"
"convenceu";"pos"
"convenci";"pos"
"convencia";"pos"
"convenciam";"pos"
"convencias";"pos"
"convencida";"pos"
"convencidas";"pos"
"convencido";"pos"
"convencidos";"pos"
"convencimento";"neg"
"convencêramos";"pos"
"convencêreis";"pos"
"convencêsseis";"pos"
"convencêssemos";"pos"
"convencíamos";"pos"
"convencíeis";"pos"
"convenha";"pos"
"convenhais";"pos"
"convenham";"pos"
"convenhamos";"pos"
"convenhas";"pos"
"convenho";"pos"
"conveniente";"pos"
"convenientes";"pos"
"conveniência";"pos"
"convença";"pos"
"convençais";"pos"
"convençam";"pos"
"convençamos";"pos"
"convenças";"pos"
"convenço";"pos"
"convicção";"pos"
"conviemos";"pos"
"convier";"pos"
"conviera";"pos"
"convieram";"pos"
"convieras";"pos"
"convierdes";"pos"
"convierem";"pos"
"convieres";"pos"
"conviermos";"pos"
"conviesse";"pos"
"conviessem";"pos"
"conviesses";"pos"
"conviestes";"pos"
"convim";"pos"
"convimos";"pos"
"convinda";"pos"
"convindas";"pos"
"convinde";"pos"
"convindes";"pos"
"convindo";"pos"
"convindos";"pos"
"convinha";"pos"
"convinham";"pos"
"convinhas";"pos"
"convir";"pos"
"convirdes";"pos"
"convirei";"pos"
"convireis";"pos"
"convirem";"pos"
"conviremos";"pos"
"convires";"pos"
"conviria";"pos"
"conviriam";"pos"
"convirias";"pos"
"convirmos";"pos"
"convirá";"pos"
"convirás";"pos"
"convirão";"pos"
"conviríamos";"pos"
"conviríeis";"pos"
"conviéramos";"pos"
"conviéreis";"pos"
"conviésseis";"pos"
"conviéssemos";"pos"
"convém";"pos"
"convéns";"pos"
"convêm";"pos"
"convínhamos";"pos"
"convínheis";"pos"
"copiosa";"pos"
"copiosas";"pos"
"coragem";"pos"
"cordialmente";"pos"
"corresponda";"pos"
"correspondais";"pos"
"correspondam";"pos"
"correspondamos";"pos"
"correspondas";"pos"
"corresponde";"pos"
"correspondei";"pos"
"correspondeis";"pos"
"correspondem";"pos"
"correspondemos";"pos"
"correspondendo";"pos"
"corresponder";"pos"
"correspondera";"pos"
"corresponderam";"pos"
"corresponderas";"pos"
"corresponderdes";"pos"
"corresponderei";"pos"
"correspondereis";"pos"
"corresponderem";"pos"
"corresponderemos";"pos"
"corresponderes";"pos"
"corresponderia";"pos"
"corresponderiam";"pos"
"corresponderias";"pos"
"correspondermos";"pos"
"corresponderá";"pos"
"corresponderás";"pos"
"corresponderão";"pos"
"corresponderíamos";"pos"
"corresponderíeis";"pos"
"correspondes";"pos"
"correspondesse";"pos"
"correspondessem";"pos"
"correspondesses";"pos"
"correspondeste";"pos"
"correspondestes";"pos"
"correspondeu";"pos"
"correspondi";"pos"
"correspondia";"pos"
"correspondiam";"pos"
"correspondias";"pos"
"correspondida";"pos"
"correspondidas";"pos"
"correspondido";"pos"
"correspondidos";"pos"
"correspondo";"pos"
"correspondêramos";"pos"
"correspondêreis";"pos"
"correspondêsseis";"pos"
"correspondêssemos";"pos"
"correspondíamos";"pos"
"correspondíeis";"pos"
"correta";"pos"
"corretas";"pos"
"correto";"pos"
"corretos";"pos"
"corrompa";"neg"
"corrompais";"neg"
"corrompam";"neg"
"corrompamos";"neg"
"corrompas";"neg"
"corrompe";"neg"
"corrompei";"neg"
"corrompeis";"neg"
"corrompem";"neg"
"corrompemos";"neg"
"corrompendo";"neg"
"corromper";"neg"
"corrompera";"neg"
"corromperam";"neg"
"corromperas";"neg"
"corromperdes";"neg"
"corromperei";"neg"
"corrompereis";"neg"
"corromperem";"neg"
"corromperemos";"neg"
"corromperes";"neg"
"corromperia";"neg"
"corromperiam";"neg"
"corromperias";"neg"
"corrompermos";"neg"
"corromperá";"neg"
"corromperás";"neg"
"corromperão";"neg"
"corromperíamos";"neg"
"corromperíeis";"neg"
"corrompes";"neg"
"corrompesse";"neg"
"corrompessem";"neg"
"corrompesses";"neg"
"corrompeste";"neg"
"corrompestes";"neg"
"corrompeu";"neg"
"corrompi";"neg"
"corrompia";"neg"
"corrompiam";"neg"
"corrompias";"neg"
"corrompida";"neg"
"corrompidas";"neg"
"corrompido";"neg"
"corrompidos";"neg"
"corrompo";"neg"
"corrompêramos";"neg"
"corrompêreis";"neg"
"corrompêsseis";"neg"
"corrompêssemos";"neg"
"corrompíamos";"neg"
"corrompíeis";"neg"
"corrupto";"neg"
"corruptos";"neg"
"corta";"neg"
"cortada";"neg"
"cortadas";"neg"
"cortado";"neg"
"cortados";"neg"
"cortai";"neg"
"cortais";"neg"
"cortam";"neg"
"cortamos";"neg"
"cortando";"neg"
"cortar";"neg"
"cortara";"neg"
"cortaram";"neg"
"cortaras";"neg"
"cortardes";"neg"
"cortarei";"neg"
"cortareis";"neg"
"cortarem";"neg"
"cortaremos";"neg"
"cortares";"neg"
"cortaria";"neg"
"cortariam";"neg"
"cortarias";"neg"
"cortarmos";"neg"
"cortará";"neg"
"cortarás";"neg"
"cortarão";"neg"
"cortaríamos";"neg"
"cortaríeis";"neg"
"cortas";"neg"
"cortasse";"neg"
"cortassem";"neg"
"cortasses";"neg"
"cortaste";"neg"
"cortastes";"neg"
"cortava";"neg"
"cortavam";"neg"
"cortavas";"neg"
"corte";"neg"
"cortei";"neg"
"corteis";"neg"
"cortem";"neg"
"cortemos";"neg"
"cortes";"neg"
"corteses";"pos"
"cortesia";"pos"
"cortesmente";"pos"
"corto";"neg"
"cortou";"neg"
"cortáramos";"neg"
"cortáreis";"neg"
"cortásseis";"neg"
"cortássemos";"neg"
"cortávamos";"neg"
"cortáveis";"neg"
"cortês";"pos"
"coxa";"neg"
"coxas";"neg"
"creais";"pos"
"creamos";"pos"
"crede";"pos"
"credes";"pos"
"credita";"pos"
"creditada";"pos"
"creditadas";"pos"
"creditado";"pos"
"creditados";"pos"
"creditai";"pos"
"creditais";"pos"
"creditam";"pos"
"creditamos";"pos"
"creditando";"pos"
"creditar";"pos"
"creditara";"pos"
"creditaram";"pos"
"creditaras";"pos"
"creditardes";"pos"
"creditarei";"pos"
"creditareis";"pos"
"creditarem";"pos"
"creditaremos";"pos"
"creditares";"pos"
"creditaria";"pos"
"creditariam";"pos"
"creditarias";"pos"
"creditarmos";"pos"
"creditará";"pos"
"creditarás";"pos"
"creditarão";"pos"
"creditaríamos";"pos"
"creditaríeis";"pos"
"creditas";"pos"
"creditasse";"pos"
"creditassem";"pos"
"creditasses";"pos"
"creditaste";"pos"
"creditastes";"pos"
"creditava";"pos"
"creditavam";"pos"
"creditavas";"pos"
"credite";"pos"
"creditei";"pos"
"crediteis";"pos"
"creditem";"pos"
"creditemos";"pos"
"credites";"pos"
"credito";"pos"
"creditou";"pos"
"creditáramos";"pos"
"creditáreis";"pos"
"creditásseis";"pos"
"creditássemos";"pos"
"creditávamos";"pos"
"creditáveis";"pos"
"credo";"neg"
"credulamente";"pos"
"credulidade";"pos"
"creia";"pos"
"creiam";"pos"
"creias";"pos"
"creio";"pos"
"cremos";"pos"
"crendo";"pos"
"crença";"pos"
"crer";"pos"
"crera";"pos"
"creram";"pos"
"creras";"pos"
"crerdes";"pos"
"crerei";"pos"
"crereis";"pos"
"crerem";"pos"
"creremos";"pos"
"creres";"pos"
"creria";"pos"
"creriam";"pos"
"crerias";"pos"
"crermos";"pos"
"crerá";"pos"
"crerás";"pos"
"crerão";"pos"
"creríamos";"pos"
"creríeis";"pos"
"cresse";"pos"
"cressem";"pos"
"cresses";"pos"
"creste";"pos"
"crestes";"pos"
"creu";"pos"
"cri";"pos"
"cria";"pos"
"criada";"pos"
"criadas";"pos"
"criado";"pos"
"criados";"pos"
"criai";"pos"
"criais";"pos"
"criam";"pos"
"criamos";"pos"
"criando";"pos"
"criar";"pos"
"criara";"pos"
"criaram";"pos"
"criaras";"pos"
"criardes";"pos"
"criarei";"pos"
"criareis";"pos"
"criarem";"pos"
"criaremos";"pos"
"criares";"pos"
"criaria";"pos"
"criariam";"pos"
"criarias";"pos"
"criarmos";"pos"
"criará";"pos"
"criarás";"pos"
"criarão";"pos"
"criaríamos";"pos"
"criaríeis";"pos"
"crias";"pos"
"criasse";"pos"
"criassem";"pos"
"criasses";"pos"
"criaste";"pos"
"criastes";"pos"
"criava";"pos"
"criavam";"pos"
"criavas";"pos"
"crida";"pos"
"cridas";"pos"
"crido";"pos"
"cridos";"pos"
"crie";"pos"
"criei";"pos"
"crieis";"pos"
"criem";"pos"
"criemos";"pos"
"cries";"pos"
"crime";"neg"
"crio";"pos"
"criou";"pos"
"critica";"neg"
"criticada";"neg"
"criticadas";"neg"
"criticado";"neg"
"criticados";"neg"
"criticai";"neg"
"criticais";"neg"
"criticam";"neg"
"criticamente";"neg"
"criticamos";"neg"
"criticando";"neg"
"criticar";"neg"
"criticara";"neg"
"criticaram";"neg"
"criticaras";"neg"
"criticardes";"neg"
"criticarei";"neg"
"criticareis";"neg"
"criticarem";"neg"
"criticaremos";"neg"
"criticares";"neg"
"criticaria";"neg"
"criticariam";"neg"
"criticarias";"neg"
"criticarmos";"neg"
"criticará";"neg"
"criticarás";"neg"
"criticarão";"neg"
"criticaríamos";"neg"
"criticaríeis";"neg"
"criticas";"neg"
"criticasse";"neg"
"criticassem";"neg"
"criticasses";"neg"
"criticaste";"neg"
"criticastes";"neg"
"criticava";"neg"
"criticavam";"neg"
"criticavas";"neg"
"critico";"neg"
"criticou";"neg"
"criticáramos";"neg"
"criticáreis";"neg"
"criticásseis";"neg"
"criticássemos";"neg"
"criticávamos";"neg"
"criticáveis";"neg"
"critique";"neg"
"critiquei";"neg"
"critiqueis";"neg"
"critiquem";"neg"
"critiquemos";"neg"
"critiques";"neg"
"critério";"pos"
"criáramos";"pos"
"criáreis";"pos"
"criásseis";"pos"
"criássemos";"pos"
"criávamos";"pos"
"criáveis";"pos"
"cru";"neg"
"crua";"neg"
"cruamente";"neg"
"cruas";"neg"
"cruel";"neg"
"crueldade";"neg"
"cruelmente";"neg"
"crueza";"neg"
"crus";"neg"
"cruéis";"neg"
"crédito";"pos"
"crê";"pos"
"crêem";"pos"
"crêramos";"pos"
"crêreis";"pos"
"crês";"pos"
"crêsseis";"pos"
"crêssemos";"pos"
"críamos";"pos"
"críeis";"pos"
"cuida";"pos"
"cuidada";"pos"
"cuidadas";"pos"
"cuidado";"pos"
"cuidados";"pos"
"cuidai";"pos"
"cuidais";"pos"
"cuidam";"pos"
"cuidamos";"pos"
"cuidando";"pos"
"cuidar";"pos"
"cuidara";"pos"
"cuidaram";"pos"
"cuidaras";"pos"
"cuidardes";"pos"
"cuidarei";"pos"
"cuidareis";"pos"
"cuidarem";"pos"
"cuidaremos";"pos"
"cuidares";"pos"
"cuidaria";"pos"
"cuidariam";"pos"
"cuidarias";"pos"
"cuidarmos";"pos"
"cuidará";"pos"
"cuidarás";"pos"
"cuidarão";"pos"
"cuidaríamos";"pos"
"cuidaríeis";"pos"
"cuidas";"pos"
"cuidasse";"pos"
"cuidassem";"pos"
"cuidasses";"pos"
"cuidaste";"pos"
"cuidastes";"pos"
"cuidava";"pos"
"cuidavam";"pos"
"cuidavas";"pos"
"cuide";"pos"
"cuidei";"pos"
"cuideis";"pos"
"cuidem";"pos"
"cuidemos";"pos"
"cuides";"pos"
"cuido";"pos"
"cuidou";"pos"
"cuidáramos";"pos"
"cuidáreis";"pos"
"cuidásseis";"pos"
"cuidássemos";"pos"
"cuidávamos";"pos"
"cuidáveis";"pos"
"culpa";"neg"
"culpada";"neg"
"culpadas";"neg"
"culpado";"neg"
"culpados";"neg"
"culpai";"neg"
"culpais";"neg"
"culpam";"neg"
"culpamos";"neg"
"culpando";"neg"
"culpar";"neg"
"culpara";"neg"
"culparam";"neg"
"culparas";"neg"
"culpardes";"neg"
"culparei";"neg"
"culpareis";"neg"
"culparem";"neg"
"culparemos";"neg"
"culpares";"neg"
"culparia";"neg"
"culpariam";"neg"
"culparias";"neg"
"culparmos";"neg"
"culpará";"neg"
"culparás";"neg"
"culparão";"neg"
"culparíamos";"neg"
"culparíeis";"neg"
"culpas";"neg"
"culpasse";"neg"
"culpassem";"neg"
"culpasses";"neg"
"culpaste";"neg"
"culpastes";"neg"
"culpava";"neg"
"culpavam";"neg"
"culpavas";"neg"
"culpe";"neg"
"culpei";"neg"
"culpeis";"neg"
"culpem";"neg"
"culpemos";"neg"
"culpes";"neg"
"culpo";"neg"
"culpou";"neg"
"culpáramos";"neg"
"culpáreis";"neg"
"culpásseis";"neg"
"culpássemos";"neg"
"culpávamos";"neg"
"culpáveis";"neg"
"culta";"pos"
"cultas";"pos"
"cultiva";"pos"
"cultivada";"pos"
"cultivadas";"pos"
"cultivado";"pos"
"cultivados";"pos"
"cultivai";"pos"
"cultivais";"pos"
"cultivam";"pos"
"cultivamos";"pos"
"cultivando";"pos"
"cultivar";"pos"
"cultivara";"pos"
"cultivaram";"pos"
"cultivaras";"pos"
"cultivardes";"pos"
"cultivarei";"pos"
"cultivareis";"pos"
"cultivarem";"pos"
"cultivaremos";"pos"
"cultivares";"pos"
"cultivaria";"pos"
"cultivariam";"pos"
"cultivarias";"pos"
"cultivarmos";"pos"
"cultivará";"pos"
"cultivarás";"pos"
"cultivarão";"pos"
"cultivaríamos";"pos"
"cultivaríeis";"pos"
"cultivas";"pos"
"cultivasse";"pos"
"cultivassem";"pos"
"cultivasses";"pos"
"cultivaste";"pos"
"cultivastes";"pos"
"cultivava";"pos"
"cultivavam";"pos"
"cultivavas";"pos"
"cultive";"pos"
"cultivei";"pos"
"cultiveis";"pos"
"cultivem";"pos"
"cultivemos";"pos"
"cultives";"pos"
"cultivo";"pos"
"cultivou";"pos"
"cultiváramos";"pos"
"cultiváreis";"pos"
"cultivásseis";"pos"
"cultivássemos";"pos"
"cultivávamos";"pos"
"cultiváveis";"pos"
"culto";"pos"
"cultos";"pos"
"cultua";"pos"
"cultuada";"pos"
"cultuadas";"pos"
"cultuado";"pos"
"cultuados";"pos"
"cultuai";"pos"
"cultuais";"pos"
"cultuam";"pos"
"cultuamos";"pos"
"cultuando";"pos"
"cultuar";"pos"
"cultuara";"pos"
"cultuaram";"pos"
"cultuaras";"pos"
"cultuardes";"pos"
"cultuarei";"pos"
"cultuareis";"pos"
"cultuarem";"pos"
"cultuaremos";"pos"
"cultuares";"pos"
"cultuaria";"pos"
"cultuariam";"pos"
"cultuarias";"pos"
"cultuarmos";"pos"
"cultuará";"pos"
"cultuarás";"pos"
"cultuarão";"pos"
"cultuaríamos";"pos"
"cultuaríeis";"pos"
"cultuas";"pos"
"cultuasse";"pos"
"cultuassem";"pos"
"cultuasses";"pos"
"cultuaste";"pos"
"cultuastes";"pos"
"cultuava";"pos"
"cultuavam";"pos"
"cultuavas";"pos"
"cultue";"pos"
"cultuei";"pos"
"cultueis";"pos"
"cultuem";"pos"
"cultuemos";"pos"
"cultues";"pos"
"cultuo";"pos"
"cultuou";"pos"
"cultura";"pos"
"cultuáramos";"pos"
"cultuáreis";"pos"
"cultuásseis";"pos"
"cultuássemos";"pos"
"cultuávamos";"pos"
"cultuáveis";"pos"
"cumpra";"pos"
"cumprais";"pos"
"cumpram";"pos"
"cumpramos";"pos"
"cumpras";"pos"
"cumpre";"pos"
"cumprem";"pos"
"cumpres";"pos"
"cumpri";"pos"
"cumpria";"pos"
"cumpriam";"pos"
"cumprias";"pos"
"cumprida";"pos"
"cumpridas";"pos"
"cumprido";"pos"
"cumpridos";"pos"
"cumprimos";"pos"
"cumprindo";"pos"
"cumprir";"pos"
"cumprira";"pos"
"cumpriram";"pos"
"cumpriras";"pos"
"cumprirdes";"pos"
"cumprirei";"pos"
"cumprireis";"pos"
"cumprirem";"pos"
"cumpriremos";"pos"
"cumprires";"pos"
"cumpriria";"pos"
"cumpririam";"pos"
"cumpririas";"pos"
"cumprirmos";"pos"
"cumprirá";"pos"
"cumprirás";"pos"
"cumprirão";"pos"
"cumpriríamos";"pos"
"cumpriríeis";"pos"
"cumpris";"pos"
"cumprisse";"pos"
"cumprissem";"pos"
"cumprisses";"pos"
"cumpriste";"pos"
"cumpristes";"pos"
"cumpriu";"pos"
"cumpro";"pos"
"cumpríamos";"pos"
"cumpríeis";"pos"
"cumpríramos";"pos"
"cumpríreis";"pos"
"cumprísseis";"pos"
"cumpríssemos";"pos"
"cólera";"neg"
"danada";"neg"
"danadas";"neg"
"danação";"neg"
"dando";"pos"
"dano";"neg"
"danos";"neg"
"debata";"neg"
"debatais";"neg"
"debatam";"neg"
"debatamos";"neg"
"debatas";"neg"
"debate";"neg"
"debatei";"neg"
"debateis";"neg"
"debatem";"neg"
"debatemos";"neg"
"debatendo";"neg"
"debatendo-se";"neg"
"debater";"neg"
"debatera";"neg"
"debateram";"neg"
"debateras";"neg"
"debaterdes";"neg"
"debaterei";"neg"
"debatereis";"neg"
"debaterem";"neg"
"debateremos";"neg"
"debateres";"neg"
"debateria";"neg"
"debateriam";"neg"
"debaterias";"neg"
"debatermos";"neg"
"debaterá";"neg"
"debaterás";"neg"
"debaterão";"neg"
"debateríamos";"neg"
"debateríeis";"neg"
"debates";"neg"
"debatesse";"neg"
"debatessem";"neg"
"debatesses";"neg"
"debateste";"neg"
"debatestes";"neg"
"debateu";"neg"
"debati";"neg"
"debatia";"neg"
"debatiam";"neg"
"debatias";"neg"
"debatida";"neg"
"debatidas";"neg"
"debatido";"neg"
"debatido-se";"neg"
"debatidos";"neg"
"debato";"neg"
"debatêramos";"neg"
"debatêreis";"neg"
"debatêsseis";"neg"
"debatêssemos";"neg"
"debatíamos";"neg"
"debatíeis";"neg"
"debilidade";"neg"
"debilita";"neg"
"debilitada";"neg"
"debilitadas";"neg"
"debilitado";"neg"
"debilitados";"neg"
"debilitai";"neg"
"debilitais";"neg"
"debilitam";"neg"
"debilitamos";"neg"
"debilitando";"neg"
"debilitar";"neg"
"debilitara";"neg"
"debilitaram";"neg"
"debilitaras";"neg"
"debilitardes";"neg"
"debilitarei";"neg"
"debilitareis";"neg"
"debilitarem";"neg"
"debilitaremos";"neg"
"debilitares";"neg"
"debilitaria";"neg"
"debilitariam";"neg"
"debilitarias";"neg"
"debilitarmos";"neg"
"debilitará";"neg"
"debilitarás";"neg"
"debilitarão";"neg"
"debilitaríamos";"neg"
"debilitaríeis";"neg"
"debilitas";"neg"
"debilitasse";"neg"
"debilitassem";"neg"
"debilitasses";"neg"
"debilitaste";"neg"
"debilitastes";"neg"
"debilitava";"neg"
"debilitavam";"neg"
"debilitavas";"neg"
"debilite";"neg"
"debilitei";"neg"
"debiliteis";"neg"
"debilitem";"neg"
"debilitemos";"neg"
"debilites";"neg"
"debilito";"neg"
"debilitou";"neg"
"debilitáramos";"neg"
"debilitáreis";"neg"
"debilitásseis";"neg"
"debilitássemos";"neg"
"debilitávamos";"neg"
"debilitáveis";"neg"
"debilmente";"neg"
"decadência";"neg"
"decaem";"neg"
"decai";"neg"
"decaia";"neg"
"decaiais";"neg"
"decaiam";"neg"
